account_id	invoice_period_from	invoice_period_until	invoice_days	invoice_amount
0010h00001jSgPcAAK	2021-04-23	2022-04-22	365	8293
0010h00001jSoK8AAK	2021-04-28	2022-04-27	365	2236
0010h00001jSoK8AAK	2022-04-28	2023-04-27	365	3893
0010h00001jSowbAAC	2021-05-05	2022-05-04	365	1430
0010h00001jSowbAAC	2022-05-05	2023-05-04	365	1962
0010h00001jSpGPAA0	2021-08-20	2022-08-19	365	5297
0010h00001jSrXyAAK	2022-01-04	2023-01-03	365	12646
0010h00001jSrfnAAC	2021-04-28	2022-04-27	365	3017
0010h00001jSs5aAAC	2021-08-13	2022-08-12	365	2002
0010h00001jSs5aAAC	2022-08-13	2023-08-12	365	2148
0010h00001jSunfAAC	2021-04-28	2022-04-27	365	1338
0010h00001jSvu8AAC	2021-04-30	2022-04-29	365	1371
0010h00001jSvu8AAC	2022-04-30	2023-04-29	365	1947
0010h00001jT7SiAAK	2021-05-06	2022-05-05	365	2437
0010h00001jTAWaAAO	2021-03-24	2022-03-23	365	13971
0010h00001jTAWfAAO	2021-03-24	2022-03-23	365	1259
0010h00001jTAWkAAO	2021-03-24	2022-03-23	365	1927
0010h00001jTDH1AAO	2021-05-13	2022-05-12	365	5789
0010h00001jTDZ2AAO	2021-05-05	2022-05-04	365	4995
0010h00001jTDZ2AAO	2022-05-05	2023-05-04	365	5846
0010h00001jTDhLAAW	2020-10-28	2021-10-27	365	1851
0010h00001jTDhLAAW	2021-10-28	2022-10-27	365	855
0010h00001jTHF4AAO	2021-05-05	2022-05-04	365	2252
0010h00001jTKeEAAW	2021-05-10	2022-05-09	365	1537
0010h00001jTKrxAAG	2021-07-19	2023-07-18	730	4125
0010h00001jTKsqAAG	2021-05-15	2022-05-14	365	1919
0010h00001jTN5aAAG	2021-05-07	2022-05-06	365	1782
0010h00001jTN5aAAG	2022-05-07	2023-05-06	365	3816
0010h00001jTSrEAAW	2021-05-13	2022-05-12	365	1010
0010h00001jTSsCAAW	2021-05-10	2022-05-09	365	249
0010h00001jTVBRAA4	2021-05-14	2022-05-13	365	2349
0010h00001jTW14AAG	2021-06-01	2022-05-31	365	2210
0010h00001jTbzzAAC	2021-05-13	2022-05-12	365	1976
0010h00001jTbzzAAC	2022-05-13	2023-05-12	365	2738
0010h00001jTcaRAAS	2021-06-08	2022-06-07	365	4663
0010h00001jTiPFAA0	2021-05-17	2022-05-16	365	1530
0010h00001jTiPFAA0	2022-05-17	2023-05-16	365	1024
0010h00001jToM1AAK	2021-05-14	2022-05-13	365	2426
0010h00001jTrFhAAK	2021-06-30	2022-06-29	365	7902
0010h00001jTu52AAC	2021-06-29	2022-06-28	365	1842
0010h00001jTu5RAAS	2021-05-17	2022-05-16	365	2496
0010h00001jTu5RAAS	2022-05-17	2023-05-16	365	951
0010h00001jTxnGAAS	2021-05-18	2022-05-17	365	1826
0010h00001jTxnGAAS	2022-05-18	2023-05-17	365	2148
0010h00001jTzwXAAS	2021-05-26	2022-05-25	365	4881
0010h00001jTzwXAAS	2022-05-26	2023-05-25	365	3814
0010h00001jU13eAAC	2021-05-24	2022-05-23	365	3002
0010h00001jU1b7AAC	2021-05-19	2022-05-18	365	2356
0010h00001jU1b7AAC	2022-05-19	2023-05-18	365	3400
0010h00001jU1bWAAS	2022-01-17	2023-01-16	365	17521
0010h00001jU1bWAAS	2022-01-21	2023-01-16	361	8464
0010h00001jU3gMAAS	2021-06-16	2022-06-15	365	2979
0010h00001jU3gMAAS	2022-06-16	2023-06-15	365	2084
0010h00001jU4GLAA0	2021-06-02	2022-06-01	365	5266
0010h00001jU4XqAAK	2021-05-19	2022-05-18	365	1900
0010h00001jU4XqAAK	2022-05-19	2023-05-18	365	3511
0010h00001jU4qnAAC	2021-09-14	2022-09-13	365	1366
0010h00001jU4qnAAC	2022-09-14	2023-09-13	365	1991
0010h00001jU8CSAA0	2021-05-20	2022-05-19	365	2499
0010h00001jUB4QAAW	2021-05-21	2022-05-20	365	4925
0010h00001jUB4QAAW	2022-05-21	2023-05-20	365	5212
0010h00001jUGyLAAW	2021-05-31	2022-05-30	365	2281
0010h00001jUJ3aAAG	2021-05-25	2022-05-24	365	5392
0010h00001jUJ3aAAG	2022-05-25	2023-05-24	365	7469
0010h00001jUJC0AAO	2020-04-14	2021-04-13	365	1289
0010h00001jUJXXAA4	2021-06-08	2022-06-07	365	901
0010h00001jUNgdAAG	2021-06-22	2022-06-21	365	1797
0010h00001jUNtIAAW	2021-05-26	2022-05-25	365	1687
0010h00001jUO6dAAG	2021-05-26	2022-05-25	365	1201
0010h00001jUO6dAAG	2022-05-26	2023-05-25	365	2006
0010h00001jUQHoAAO	2021-05-31	2022-05-30	365	4429
0010h00001jUQHoAAO	2022-05-31	2023-05-30	365	1680
0010h00001jUQOuAAO	2021-05-31	2022-05-30	365	3262
0010h00001jURCDAA4	2021-07-28	2022-07-27	365	3535
0010h00001jURCDAA4	2022-07-28	2023-07-27	365	2533
0010h00001jUUN2AAO	2021-06-11	2022-06-10	365	2811
0010h00001jUUN2AAO	2022-06-11	2023-06-10	365	4999
0010h00001jUUdwAAG	2021-06-01	2022-05-31	365	4689
0010h00001jUUglAAG	2021-08-19	2022-08-18	365	3446
0010h00001jUfQFAA0	2021-07-08	2022-07-07	365	3339
0010h00001jUfQFAA0	2022-07-08	2023-07-07	365	2294
0010h00001jUhX4AAK	2021-06-23	2022-06-22	365	1692
0010h00001jUhX4AAK	2022-06-23	2023-06-22	365	1215
0010h00001jUic1AAC	2021-06-07	2022-06-06	365	4874
0010h00001jUic1AAC	2022-06-07	2023-06-06	365	6734
0010h00001jUidJAAS	2021-06-07	2022-06-06	365	2283
0010h00001jUidJAAS	2021-08-10	2022-06-06	301	176
0010h00001jUidJAAS	2022-06-07	2023-06-06	365	2218
0010h00001jUilXAAS	2021-06-01	2022-05-31	365	1100
0010h00001jUp2tAAC	2021-08-23	2022-08-22	365	975
0010h00001jUpNaAAK	2021-06-04	2022-06-03	365	3633
0010h00001jUpNaAAK	2022-06-04	2023-06-03	365	2310
0010h00001jV0LcAAK	2021-12-18	2022-12-17	365	1088
0010h00001jV0cYAAS	2021-06-08	2022-06-07	365	1000
0010h00001jV45oAAC	2021-06-13	2022-06-12	365	387
0010h00001jV6MYAA0	2021-06-09	2022-06-08	365	1777
0010h00001jV6MnAAK	2021-06-21	2022-06-20	365	1899
0010h00001jV73WAAS	2021-06-09	2022-06-08	365	3814
0010h00001jV73WAAS	2022-06-09	2023-06-08	365	5470
0010h00001jV9mCAAS	2021-06-10	2022-06-09	365	2599
0010h00001jV9mCAAS	2022-06-10	2023-06-09	365	939
0010h00001jV9zHAAS	2021-06-11	2022-06-10	365	2955
0010h00001jV9zHAAS	2022-06-11	2023-06-10	365	2967
0010h00001jVAGzAAO	2021-06-28	2022-06-27	365	7686
0010h00001jVAGzAAO	2022-06-28	2023-06-27	365	726
0010h00001jVAepAAG	2021-06-25	2022-06-24	365	2526
0010h00001jVAyIAAW	2020-05-06	2021-05-05	365	1399
0010h00001jVAyIAAW	2021-05-06	2022-05-05	365	1432
0010h00001jVAyIAAW	2022-05-31	2023-05-30	365	1987
0010h00001jVDlXAAW	2021-07-27	2022-07-26	365	3370
0010h00001jVDlXAAW	2022-02-16	2022-07-26	161	353
0010h00001jVDlXAAW	2022-07-27	2023-07-26	365	8306
0010h00001jVJNsAAO	2021-06-15	2022-06-14	365	503
0010h00001jVLsKAAW	2021-06-14	2022-06-13	365	1605
0010h00001jVLsKAAW	2021-06-24	2022-06-13	355	3144
0010h00001jVLsKAAW	2022-06-14	2023-06-13	365	5118
0010h00001jVN8lAAG	2021-06-15	2022-06-14	365	1924
0010h00001jVQCRAA4	2021-06-16	2022-06-15	365	2398
0010h00001jVQCRAA4	2022-06-16	2023-06-15	365	2608
0010h00001jVSn4AAG	2021-07-15	2022-07-14	365	3181
0010h00001jVSn4AAG	2022-07-15	2023-07-14	365	5972
0010h00001jVTjIAAW	2021-06-16	2022-06-15	365	4275
0010h00001jVXzCAAW	2021-06-18	2022-06-17	365	1563
0010h00001jVh3dAAC	2021-06-21	2022-06-20	365	965
0010h00001jVjSUAA0	2021-06-28	2022-06-27	365	3239
0010h00001jVpHpAAK	2021-06-29	2022-06-28	365	5863
0010h00001jVq7MAAS	2021-12-20	2022-12-19	365	7144
0010h00001jVuF0AAK	2021-06-29	2022-06-28	365	3316
0010h00001jW8gTAAS	2021-06-28	2022-06-27	365	1797
0010h00001jW8n5AAC	2021-06-30	2022-06-29	365	2613
0010h00001jWDZwAAO	2021-07-27	2022-07-26	365	2265
0010h00001jWFzCAAW	2021-06-29	2022-06-28	365	2292
0010h00001jWHRWAA4	2021-06-29	2022-06-28	365	3213
0010h00001jWHRWAA4	2022-06-29	2023-06-28	365	622
0010h00001jWHRWAA4	2022-09-13	2023-06-28	289	1884
0010h00001jWLJxAAO	2021-07-01	2022-06-30	365	1557
0010h00001jWLJxAAO	2022-07-01	2023-06-30	365	1722
0010h00001jWLVPAA4	2021-07-01	2022-06-30	365	7699
0010h00001jWLVPAA4	2021-11-04	2022-06-30	239	579
0010h00001jWLVPAA4	2021-11-15	2022-06-30	228	505
0010h00001jWLVPAA4	2021-12-06	2022-06-30	207	198
0010h00001jWLVPAA4	2022-01-13	2022-06-30	169	265
0010h00001jWLVPAA4	2022-01-21	2022-06-30	161	206
0010h00001jWLVPAA4	2022-02-11	2022-06-30	140	204
0010h00001jWLnJAAW	2021-07-01	2022-06-30	365	1932
0010h00001jWLnJAAW	2022-07-01	2023-06-30	365	779
0010h00001jWNtlAAG	2021-09-11	2022-08-11	335	57481
0010h00001jWNtlAAG	2022-08-12	2024-08-11	731	3717
0010h00001k8D1TAAU	2021-08-12	2022-08-11	365	11463
0010h00001k8D1TAAU	2022-08-12	2023-08-11	365	3397
0010h00001k8ObXAAU	2021-07-07	2022-07-06	365	865
0010h00001k8ObXAAU	2022-07-07	2023-07-06	365	1329
0010h00001k8PLQAA2	2021-08-25	2022-08-24	365	5053
0010h00001k8PLQAA2	2022-08-25	2023-08-24	365	7051
0010h00001k8S3SAAU	2021-07-07	2022-07-06	365	2551
0010h00001k8S3SAAU	2021-09-16	2022-07-06	294	308
0010h00001k8S3SAAU	2022-07-07	2023-07-06	365	2185
0010h00001k8S7yAAE	2021-07-08	2022-07-07	365	3341
0010h00001k8UvzAAE	2021-07-16	2022-07-15	365	3957
0010h00001k8UvzAAE	2022-07-16	2024-07-15	731	7966
0010h00001k8VvvAAE	2021-07-22	2022-07-21	365	8683
0010h00001k8VvvAAE	2022-07-22	2023-07-21	365	4839
0010h00001k8YJRAA2	2021-08-24	2022-08-23	365	1261
0010h00001k8hixAAA	2022-03-04	2023-03-03	365	8521
0010h00001k8mzsAAA	2021-07-13	2022-07-12	365	1756
0010h00001k8n3GAAQ	2021-07-15	2022-07-14	365	7688
0010h00001k8pM4AAI	2021-09-07	2022-09-06	365	2947
0010h00001k8pQEAAY	2021-07-19	2022-07-18	365	1827
0010h00001k8qB9AAI	2021-07-15	2022-07-14	365	5054
0010h00001k8qB9AAI	2022-07-15	2023-07-14	365	3971
0010h00001k8qa5AAA	2021-09-03	2022-09-02	365	983
0010h00001k8qayAAA	2021-11-25	2022-11-24	365	1346
0010h00001k8y4zAAA	2021-07-29	2022-07-28	365	2073
0010h00001k8y4zAAA	2022-07-29	2023-07-28	365	2592
0010h00001k95pdAAA	2021-07-21	2022-07-20	365	4062
0010h00001k95pdAAA	2022-07-21	2025-07-20	1096	5945
0010h00001k979JAAQ	2021-08-03	2022-08-02	365	1844
0010h00001k979JAAQ	2022-08-03	2023-08-02	365	1761
0010h00001k99GLAAY	2021-08-10	2022-08-09	365	2901
0010h00001k99GLAAY	2022-08-10	2023-08-09	365	3427
0010h00001k9AWSAA2	2021-09-17	2022-09-16	365	4121
0010h00001k9AhHAAU	2020-06-23	2021-06-22	365	150
0010h00001k9AhHAAU	2021-08-01	2022-07-31	365	1745
0010h00001k9AhHAAU	2022-08-01	2023-07-31	365	1819
0010h00001k9DXDAA2	2021-07-28	2022-07-27	365	7912
0010h00001k9DXDAA2	2022-07-28	2023-07-27	365	3713
0010h00001k9JnzAAE	2021-08-13	2022-07-27	349	6477
0010h00001k9KYGAA2	2021-09-28	2022-09-27	365	7930
0010h00001k9KYGAA2	2022-09-28	2023-09-27	365	4593
0010h00001k9TL3AAM	2021-07-26	2022-07-25	365	1508
0010h00001k9WkTAAU	2021-07-29	2022-07-28	365	3382
0010h00001k9d2nAAA	2021-08-02	2022-08-01	365	8693
0010h00001k9d5DAAQ	2021-09-02	2022-09-01	365	4985
0010h00001k9dDvAAI	2021-08-16	2022-08-15	365	1326
0010h00001k9dDvAAI	2022-08-16	2023-08-15	365	2075
0010h00001k9dLzAAI	2021-09-26	2022-09-25	365	4912
0010h00001k9dLzAAI	2022-10-21	2023-09-25	340	340
0010h00001k9gWIAAY	2021-07-30	2022-07-29	365	2297
0010h00001k9p1sAAA	2021-08-02	2022-08-01	365	878
0010h00001k9sTCAAY	2020-03-15	2021-03-14	365	1121
0010h00001k9vIcAAI	2021-08-18	2022-08-17	365	3990
0010h00001k9yhZAAQ	2021-08-05	2022-08-04	365	524
0010h00001k9z1tAAA	2021-08-05	2022-08-04	365	900
0010h00001kAAUKAA4	2021-08-12	2022-08-11	365	3358
0010h00001kAB0kAAG	2021-09-10	2022-09-09	365	9707
0010h00001kAB0kAAG	2022-02-01	2022-09-09	221	8275
0010h00001kAB0kAAG	2022-09-10	2023-09-09	365	36010
0010h00001ksedVAAQ	2021-09-13	2022-09-12	365	559
0010h00001kshGrAAI	2021-09-13	2022-09-12	365	3116
0010h00001kshl2AAA	2021-11-23	2022-11-22	365	3200
0010h00001kshl2AAA	2022-11-23	2023-11-22	365	2049
0010h00001ksiJJAAY	2021-09-14	2022-09-13	365	4819
0010h00001ksoxBAAQ	2021-09-16	2022-09-15	365	1778
0010h00001ksoxBAAQ	2022-02-17	2022-09-15	211	1263
0010h00001kspPmAAI	2021-09-20	2022-09-19	365	4311
0010h00001kssgOAAQ	2021-10-27	2022-10-26	365	5433
0010h00001kssgOAAQ	2022-10-27	2023-10-26	365	6094
0010h00001kt29iAAA	2021-09-20	2022-09-19	365	3507
0010h00001ktCYVAA2	2021-09-29	2022-03-28	181	881
0010h00001ktCYVAA2	2022-01-04	2022-03-28	84	71
0010h00001ktCYVAA2	2022-03-29	2023-03-28	365	1966
0010h00001ktCbGAAU	2021-09-18	2022-09-17	365	1691
0010h00001ktGAnAAM	2021-09-23	2022-09-22	365	833
0010h00001ktGAnAAM	2022-09-23	2023-09-22	365	1318
0010h00001ktGDBAA2	2021-09-23	2022-09-22	365	3047
0010h00001ktGDBAA2	2022-09-23	2023-09-22	365	3105
0010h00001ktJuHAAU	2021-10-07	2022-10-06	365	4519
0010h00001ktUzAAAU	2021-09-27	2022-09-26	365	2427
0010h00001ktZI3AAM	2021-09-29	2022-09-28	365	3093
0010h00001ktZI4AAM	2021-10-01	2022-09-30	365	2291
0010h00001ktZI4AAM	2022-10-01	2023-09-30	365	4317
0010h00001ktbagAAA	2021-09-29	2022-09-28	365	2386
0010h00001ktbhDAAQ	2021-09-29	2022-09-28	365	1387
0010h00001ktfaCAAQ	2021-09-30	2022-09-29	365	2953
0010h00001ktfaCAAQ	2022-09-30	2023-09-29	365	5551
0010h00001ktgoOAAQ	2021-09-30	2022-09-29	365	1696
0010h00001ktgoOAAQ	2022-09-30	2023-09-29	365	1203
0010h00001kthJ3AAI	2021-10-05	2022-10-04	365	2849
0010h00001kthJ3AAI	2022-10-05	2025-10-04	1096	5859
0010h00001ktrPNAAY	2021-10-04	2022-10-03	365	1234
0010h00001ktrPNAAY	2022-10-04	2023-10-03	365	1859
0010h00001ktuitAAA	2021-10-13	2022-10-12	365	1569
0010h00001ktuitAAA	2022-12-02	2023-12-01	365	1694
0010h00001ktvYSAAY	2021-10-19	2022-10-18	365	3144
0010h00001ktykYAAQ	2021-11-11	2022-11-10	365	3762
0010h00001ku1ihAAA	2021-11-16	2022-11-15	365	1116
0010h00001ku633AAA	2021-10-07	2022-10-06	365	4394
0010h00001kuACCAA2	2021-10-20	2022-10-19	365	1878
0010h00001kuACCAA2	2022-02-14	2022-10-19	248	9702
0010h00001kuACCAA2	2022-04-11	2022-10-19	192	125
0010h00001kuACCAA2	2022-04-20	2022-10-19	183	293
0010h00001kuACCAA2	2022-05-12	2022-10-19	161	237
0010h00001kuACCAA2	2022-05-19	2022-10-19	154	879
0010h00001kuACCAA2	2022-07-27	2022-10-19	85	38
0010h00001kuACCAA2	2022-09-14	2022-10-19	36	17
0010h00001kuACCAA2	2022-10-20	2023-10-19	365	10820
0010h00001kuACCAA2	2022-11-18	2023-10-19	336	1779
0010h00001kuACCAA2	2023-01-09	2023-10-19	284	863
0010h00001kuAMlAAM	2021-10-08	2022-10-07	365	1080
0010h00001kuU80AAE	2021-10-13	2022-10-12	365	993
0010h00001kuXk2AAE	2021-10-14	2022-10-13	365	4448
0010h00001kuXk2AAE	2021-12-15	2022-10-13	303	25583
0010h00001kuXk2AAE	2022-10-14	2023-10-13	365	17230
0010h00001kuY5FAAU	2021-10-20	2022-10-19	365	1211
0018a00001kujWEAAY	2021-10-19	2022-10-18	365	1134
0018a00001kujWEAAY	2022-10-19	2023-10-18	365	1333
0018a00001kuqljAAA	2021-10-19	2022-10-18	365	2225
0018a00001kuqljAAA	2022-10-19	2023-10-18	365	2155
0018a00001kuuthAAA	2021-11-05	2022-11-04	365	3533
0018a00001kuuthAAA	2022-11-05	2024-11-04	731	16662
0018a00001kuvGvAAI	2021-10-20	2022-10-19	365	3479
0018a00001kuziOAAQ	2022-05-05	2023-05-04	365	2149
0018a00001kvKNmAAM	2022-01-18	2023-01-17	365	2538
0018a00001kvQjUAAU	2022-01-01	2022-12-31	365	3798
0018a00001kvT7iAAE	2022-02-18	2023-02-17	365	2209
0018a00001kvTllAAE	2021-11-23	2022-11-22	365	6776
0018a00001kvTllAAE	2021-11-29	2022-11-22	359	362
0018a00001kvYNaAAM	2022-01-03	2023-01-02	365	4410
0018a00001kvYTEAA2	2021-10-19	2022-10-18	365	4044
0018a00001kvYTEAA2	2021-11-29	2022-10-18	324	649
0018a00001kvYTEAA2	2022-10-19	2023-10-18	365	2686
0018a00001kvgOzAAI	2022-01-10	2023-01-09	365	3470
0018a00001kvkzBAAQ	2021-11-01	2022-10-31	365	3838
0018a00001kvkzBAAQ	2022-11-01	2023-10-31	365	1990
0018a00001kvq6yAAA	2021-12-01	2022-11-30	365	7249
0018a00001kvq6yAAA	2022-12-01	2025-11-30	1096	10664
0018a00001kvq8aAAA	2021-11-03	2022-11-02	365	8198
0018a00001kvsIeAAI	2021-12-10	2022-12-09	365	5146
0018a00001kvsIeAAI	2022-12-10	2023-12-09	365	2306
0018a00001kvsbAAAQ	2021-11-03	2022-11-02	365	2551
0018a00001kvu5gAAA	2021-12-13	2022-12-12	365	3878
0018a00001kvu5gAAA	2021-12-16	2022-12-12	362	1064
0018a00001kw252AAA	2021-11-09	2022-11-08	365	2154
0018a00001kw6brAAA	2022-01-14	2023-01-13	365	7046
0018a00001kw6brAAA	2023-01-14	2024-01-13	365	6271
0018a00001kw6feAAA	2022-01-02	2023-01-01	365	2110
0018a00001kw6kZAAQ	2021-11-05	2022-11-04	365	7477
0018a00001kw6kZAAQ	2022-11-05	2023-11-04	365	5230
0018a00001kwFlZAAU	2021-11-16	2022-11-15	365	4515
0018a00001kwFlZAAU	2022-11-16	2023-11-15	365	3961
0018a00001kwFnGAAU	2021-11-08	2022-11-07	365	983
0018a00001kwFodAAE	2022-01-20	2023-01-19	365	4808
0018a00001kwGyJAAU	2021-12-01	2022-11-30	365	1223
0018a00001kwNGMAA2	2022-01-25	2023-01-24	365	1518
0018a00001kwQ6sAAE	2022-03-11	2023-03-10	365	2666
0018a00001kwSX1AAM	2022-01-01	2022-12-31	365	2060
0018a00001kwSX1AAM	2022-07-22	2022-12-31	163	1313
0018a00001kwSX1AAM	2022-12-31	2023-12-30	365	8318
0018a00001kwSX1AAM	2023-01-01	2023-12-30	364	5635
0018a00001kwTr2AAE	2022-02-27	2023-02-26	365	23353
0018a00001kwTr2AAE	2022-03-15	2023-02-26	349	39005
0018a00001lYJxDAAW	2021-11-11	2022-11-10	365	4128
0018a00001lYJxDAAW	2021-11-22	2022-11-10	354	557
0018a00001lYJxDAAW	2022-02-23	2022-11-10	261	216
0018a00001lYJxDAAW	2022-04-14	2022-11-10	211	447
0018a00001lYL80AAG	2022-06-22	2023-06-21	365	1593
0018a00001lYOIvAAO	2021-12-20	2022-12-19	365	2301
0018a00001lYOvPAAW	2021-11-12	2022-11-11	365	1686
0018a00001lYOvPAAW	2022-11-12	2023-11-11	365	1862
0018a00001lYPShAAO	2021-10-02	2022-10-01	365	2799
0018a00001lYPShAAO	2022-10-02	2023-10-01	365	1597
0018a00001laDpBAAU	2021-11-16	2022-11-15	365	1839
0018a00001laDpBAAU	2021-11-22	2022-11-15	359	528
0018a00001laDpBAAU	2022-11-16	2023-11-15	365	1345
0018a00001laDxZAAU	2021-11-16	2022-11-15	365	3616
0018a00001laDxZAAU	2022-12-21	2023-12-20	365	2874
0018a00001laDySAAU	2021-11-25	2022-11-24	365	957
0018a00001laENcAAM	2021-11-16	2022-11-15	365	2493
0018a00001laL4vAAE	2022-01-01	2022-12-31	365	2413
0018a00001laL4vAAE	2023-01-01	2023-12-31	365	2003
0018a00001laQLwAAM	2021-12-01	2022-11-30	365	13059
0018a00001laQLwAAM	2022-12-01	2023-11-30	365	1154
0018a00001laRXRAA2	2021-12-10	2022-12-09	365	1994
0018a00001laif9AAA	2022-04-07	2023-04-06	365	2324
0018a00001laif9AAA	2022-04-19	2023-04-06	353	351
0018a00001laqXzAAI	2021-11-23	2022-11-22	365	2193
0018a00001laqXzAAI	2022-04-13	2022-11-22	224	3365
0018a00001laxYOAAY	2021-11-24	2022-11-23	365	3572
0018a00001layG6AAI	2021-12-01	2022-11-30	365	2463
0018a00001layGzAAI	2022-03-25	2023-03-24	365	9998
0018a00001lb0asAAA	2021-11-30	2022-11-29	365	1882
0018a00001lbI3PAAU	2021-12-10	2022-12-09	365	1004
0018a00001lbI3PAAU	2022-12-10	2023-12-09	365	2465
0018a00001lbKEgAAM	2021-11-29	2022-11-28	365	945
0018a00001lbKEgAAM	2022-11-29	2023-11-28	365	792
0018a00001lbQM5AAM	2021-12-01	2022-11-30	365	2064
0018a00001lbQM5AAM	2022-12-01	2023-11-30	365	2206
0018a00001lbVN5AAM	2021-12-01	2022-11-30	365	4073
0018a00001lbVN5AAM	2023-01-03	2024-01-02	365	2156
0018a00001lbbqaAAA	2021-12-01	2022-11-30	365	1111
0018a00001lbbqaAAA	2022-02-02	2022-11-30	302	128
0018a00001lbbqaAAA	2022-12-01	2023-11-30	365	1824
0018a00001lbdjoAAA	2021-12-01	2022-11-30	365	1211
0018a00001lbjeaAAA	2021-12-09	2022-12-08	365	1556
0018a00001lbjeaAAA	2022-12-09	2023-12-08	365	1731
0018a00001lbkMJAAY	2021-12-06	2022-12-05	365	3517
0018a00001lcFDtAAM	2021-12-22	2022-12-21	365	3288
0018a00001lcFDtAAM	2022-12-22	2023-12-21	365	5015
0018a00001lcGk2AAE	2022-01-10	2023-01-09	365	1467
0018a00001lcJVOAA2	2021-12-09	2022-12-08	365	3740
0018a00001lcJdmAAE	2021-12-09	2022-12-08	365	1690
0018a00001lcJdmAAE	2022-12-09	2023-12-08	365	2252
0018a00001lcKdsAAE	2021-12-09	2022-12-08	365	2145
0018a00001lcKdsAAE	2022-02-10	2022-12-08	302	258
0018a00001lcKdsAAE	2022-02-15	2022-12-08	297	547
0018a00001lcSJHAA2	2021-12-09	2022-12-08	365	4297
0018a00001lkwfGAAQ	2022-01-03	2023-01-02	365	2955
0018a00001lkwfGAAQ	2022-01-18	2023-01-02	350	188
0018a00001lkxcfAAA	2020-12-10	2021-12-09	365	1240
0018a00001lkxcfAAA	2021-12-10	2022-12-09	365	958
0018a00001lkxcfAAA	2022-12-10	2023-12-09	365	1063
0018a00001llERnAAM	2022-01-05	2023-01-04	365	1674
0018a00001llERnAAM	2023-01-05	2024-01-04	365	1849
0018a00001llGMQAA2	2021-12-14	2022-12-13	365	1528
0018a00001llGMQAA2	2022-12-14	2023-12-13	365	971
0018a00001llKPGAA2	2022-02-09	2023-02-08	365	4675
0018a00001llKPGAA2	2023-02-09	2024-02-08	365	2618
0018a00001llQ4OAAU	2022-02-08	2023-02-07	365	870
0018a00001llQQKAA2	2021-12-17	2022-12-16	365	3079
0018a00001llQQKAA2	2022-01-28	2022-12-16	323	419
0018a00001llQQKAA2	2022-12-17	2023-12-16	365	2291
0018a00001llWgrAAE	2022-02-14	2023-02-13	365	5835
0018a00001llaGIAAY	2022-01-01	2022-12-31	365	2799
0018a00001llc5iAAA	2021-12-20	2022-12-19	365	2147
0018a00001llmluAAA	2022-01-19	2023-01-18	365	4188
0018a00001lloVPAAY	2021-12-22	2022-12-21	365	3222
0018a00001llokZAAQ	2022-02-07	2023-02-06	365	2288
0018a00001llq4VAAQ	2021-12-22	2022-12-21	365	2047
0018a00001llq4VAAQ	2022-06-16	2022-12-21	189	623
0018a00001llq4VAAQ	2022-12-22	2025-12-21	1096	8985
0018a00001llq6HAAQ	2022-01-01	2022-12-31	365	1668
0018a00001llq6HAAQ	2023-01-01	2023-12-31	365	2653
0018a00001llsufAAA	2021-12-21	2022-12-20	365	497
0018a00001llsufAAA	2022-12-21	2023-12-20	365	482
0018a00001llyjcAAA	2022-01-17	2023-01-16	365	5044
0018a00001lmJeJAAU	2022-01-19	2023-01-18	365	1717
0018a00001lmQWyAAM	2021-12-29	2022-12-28	365	3570
0018a00001lmQWyAAM	2022-12-29	2023-12-28	365	3301
0018a00001lmpNjAAI	2020-12-18	2021-12-17	365	61
0018a00001lmpNjAAI	2021-12-18	2022-12-17	365	174
0018a00001lmpNjAAI	2022-12-18	2023-12-17	365	167
0018a00001lmvLfAAI	2021-12-20	2022-12-19	365	22273
0018a00001lmwPiAAI	2022-02-11	2023-02-10	365	2492
0018a00001lmwvpAAA	2022-01-07	2023-01-06	365	3100
0018a00001ln0foAAA	2022-01-18	2023-01-17	365	758
0018a00001ln0swAAA	2022-01-27	2023-01-26	365	2469
0018a00001ln15lAAA	2022-07-28	2023-07-27	365	2350
0018a00001ln6lbAAA	2022-06-10	2023-06-09	365	4943
0018a00001ln6lbAAA	2022-10-21	2023-10-20	365	888
0018a00001ln9dmAAA	2022-02-04	2023-02-03	365	1407
0018a00001lnJPfAAM	2022-01-12	2023-01-11	365	1969
0018a00001lnJPfAAM	2023-01-12	2024-01-11	365	1879
0018a00001lnN8MAAU	2022-02-02	2023-02-01	365	14264
0018a00001lnP8SAAU	2022-01-26	2023-01-25	365	1268
0018a00001lnTVaAAM	2022-01-11	2023-01-10	365	2907
0018a00001lnTYZAA2	2022-01-12	2023-01-11	365	2812
0018a00001lnTYZAA2	2023-01-12	2024-01-11	365	3264
0018a00001lnclMAAQ	2022-01-27	2023-01-26	365	7117
0018a00001lnclMAAQ	2022-03-10	2023-01-26	323	6986
0018a00001lnclMAAQ	2022-03-15	2023-01-26	318	294
0018a00001lnclMAAQ	2022-03-31	2023-01-26	302	327
0018a00001lnclMAAQ	2022-04-27	2023-01-26	275	1712
0018a00001lnclMAAQ	2022-06-03	2023-01-26	238	549
0018a00001lndhNAAQ	2022-01-19	2023-01-18	365	2655
0018a00001lngbXAAQ	2022-01-31	2023-01-30	365	1830
0018a00001lngzsAAA	2021-02-09	2022-02-08	365	1579
0018a00001lngzsAAA	2022-02-09	2023-02-08	365	4595
0018a00001loAOBAA2	2022-01-17	2023-01-16	365	1572
